# Netscape HTTP Cookie File
# http://curl.haxx.se/rfc/cookie_spec.html
# This file was generated by libcurl! Edit at your own risk.

.oodle.com	TRUE	/	FALSE	1401426980	osid	798e631defba9d6013d932b93863422c
www.web2carz.com	FALSE	/105272160/2006/lexus/gx-470/used-cars/	FALSE	1389775871	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/105180409/2006/lexus/gx-470/used-cars/	FALSE	1389775874	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/104287298/2006/lexus/gx-470/used-cars/	FALSE	1389775875	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/102408543/2005/lexus/gx-470/used-cars/	FALSE	1389775880	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108477053/2006/lexus/lx-470/used-cars/	FALSE	1389775883	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108398429/2007/lexus/lx-470/used-cars/	FALSE	1389775931	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108478232/2006/lexus/lx-470/used-cars/	FALSE	1389775932	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108498066/2004/lexus/lx-470/used-cars/	FALSE	1389775981	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108481755/2007/lexus/lx-470/used-cars/	FALSE	1389971211	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108318678/2005/lexus/lx-470/used-cars/	FALSE	1389776040	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108499263/2008/toyota/sequoia/used-cars/	FALSE	1389776102	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108472455/2010/toyota/sequoia/used-cars/	FALSE	1389776152	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108355739/2005/toyota/4runner/used-cars/	FALSE	1389776168	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107792885/2004/toyota/highlander/used-cars/	FALSE	1389776316	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107893214/2005/toyota/4runner/used-cars/	FALSE	1389776366	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108405831/2013/lexus/rx-350/used-cars/	FALSE	1389776444	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/106517487/2013/lexus/rx-350/used-cars/	FALSE	1389776495	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/106260087/2004/lexus/lx-470/used-cars/	FALSE	1389790646	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108493384/2005/lexus/gx-470/used-cars/	FALSE	1389971092	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108421404/2005/lexus/gx-470/used-cars/	FALSE	1389971141	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107032309/2006/lexus/gx-470/used-cars/	FALSE	1389971157	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108634715/2004/lexus/lx-470/used-cars/	FALSE	1389971210	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108633849/2008/toyota/sequoia/used-cars/	FALSE	1389971223	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108623920/2009/toyota/sequoia/used-cars/	FALSE	1389971224	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108552588/2008/toyota/sequoia/used-cars/	FALSE	1389971225	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108571927/2003/toyota/highlander/used-cars/	FALSE	1389971303	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108202392/2004/toyota/highlander/used-cars/	FALSE	1389971364	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108565024/2007/lexus/rx-350/used-cars/	FALSE	1389971424	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108681217/2013/lexus/rx-350/used-cars/	FALSE	1389971494	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108198529/2013/lexus/rx-350/used-cars/	FALSE	1389971555	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108663216/2006/lexus/gx-470/used-cars/	FALSE	1390033337	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108689020/2005/lexus/gx-470/used-cars/	FALSE	1390033337	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108681220/2005/lexus/lx-470/used-cars/	FALSE	1390033402	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108444235/2013/lexus/rx-350/used-cars/	FALSE	1390033591	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108742939/2005/lexus/rx-330/used-cars/	FALSE	1390142732	w2caf30	ac15b0ca31b11bf7
#HttpOnly_www.rosenthalauto.com	FALSE	/	FALSE	2147483647	CFID	577954
#HttpOnly_www.rosenthalauto.com	FALSE	/	FALSE	2147483647	CFTOKEN	58157473
#HttpOnly_.rosenthalauto.com	TRUE	/	FALSE	2147483647	CFID	577954
#HttpOnly_.rosenthalauto.com	TRUE	/	FALSE	2147483647	CFTOKEN	58157473
www.rosenthalauto.com	FALSE	/	FALSE	2147483647	VIEWEDVEHICLELIST	""
www.rosenthalauto.com	FALSE	/	FALSE	0	REFERER_HOST	http%3A%2F%2Fcars%2Eoodle%2Ecom%2F
www.rosenthalauto.com	FALSE	/	FALSE	0	SEARCH_ENGINE_REFERRED	0
www.web2carz.com	FALSE	/108725384/2008/lexus/gx-470/used-cars/	FALSE	1390142773	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108668461/2008/lexus/gx-470/used-cars/	FALSE	1390142774	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108669967/2006/lexus/gx-470/used-cars/	FALSE	1390142810	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108758399/2005/lexus/lx-470/used-cars/	FALSE	1390142820	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108754098/2008/toyota/sequoia/used-cars/	FALSE	1390142881	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108733951/2010/lexus/rx-350/used-cars/	FALSE	1390143076	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108720051/2006/lexus/gs-300/used-cars/	FALSE	1390143078	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/91652327/2008/toyota/highlander-hybrid/used-cars/	FALSE	1390233945	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/105521106/2005/lexus/rx-330/used-cars/	FALSE	1390234003	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108826926/2005/lexus/rx-330/used-cars/	FALSE	1390412912	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108882453/2006/lexus/gx-470/used-cars/	FALSE	1390412922	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/94590163/2006/lexus/gx-470/used-cars/	FALSE	1390412924	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108822718/2008/toyota/sequoia/used-cars/	FALSE	1390412945	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108778394/2013/lexus/rx-350/used-cars/	FALSE	1390413151	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109047972/2008/toyota/highlander/used-cars/	FALSE	1390557481	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109070653/2005/lexus/rx-330/used-cars/	FALSE	1390557536	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109038188/2005/lexus/gx-470/used-cars/	FALSE	1390557553	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109046145/2005/lexus/gx-470/used-cars/	FALSE	1390557602	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109053063/2005/lexus/gx-470/used-cars/	FALSE	1390557655	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109041911/2006/lexus/gx-470/used-cars/	FALSE	1390557695	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109037434/2006/lexus/gx-470/used-cars/	FALSE	1390557695	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109037561/2006/lexus/gx-470/used-cars/	FALSE	1390557696	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109041912/2007/lexus/lx-470/used-cars/	FALSE	1390557811	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109037733/2008/toyota/sequoia/used-cars/	FALSE	1390557831	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109048074/2008/toyota/sequoia/used-cars/	FALSE	1390557882	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108223571/2007/lexus/rx-350/used-cars/	FALSE	1390558026	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109037995/2010/lexus/rx-350/used-cars/	FALSE	1390558078	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/106745387/2006/lexus/gs-300/used-cars/	FALSE	1390558082	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109071656/2013/lexus/rx-350/used-cars/	FALSE	1390558136	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108937184/2013/lexus/rx-350/used-cars/	FALSE	1390558190	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/84911488/2008/toyota/highlander/used-cars/	FALSE	1390720107	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/92895566/2005/lexus/rx-330/used-cars/	FALSE	1390720124	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109162521/2008/lexus/gx-470/used-cars/	FALSE	1390720179	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109162600/2008/lexus/gx-470/used-cars/	FALSE	1390720179	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109153857/2005/lexus/gx-470/used-cars/	FALSE	1390720182	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109097425/2006/lexus/gx-470/used-cars/	FALSE	1390720231	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109161160/2006/lexus/gx-470/used-cars/	FALSE	1390720232	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109092800/2006/lexus/gx-470/used-cars/	FALSE	1390720234	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109159411/2006/lexus/gx-470/used-cars/	FALSE	1390720235	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/91793224/2007/lexus/gx-470/used-cars/	FALSE	1390720287	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108952234/2006/lexus/gx-470/used-cars/	FALSE	1390720338	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108960890/2005/lexus/gx-470/used-cars/	FALSE	1390720387	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109161206/2007/lexus/lx-470/used-cars/	FALSE	1390720398	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109111173/2008/toyota/sequoia/used-cars/	FALSE	1390720412	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109230407/2006/lexus/gx-470/used-cars/	FALSE	1390998963	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109063206/2005/lexus/gx-470/used-cars/	FALSE	1390998965	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109235234/2005/lexus/gx-470/used-cars/	FALSE	1390998965	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109191532/2004/lexus/lx-470/used-cars/	FALSE	1390999024	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108763510/2004/lexus/lx-470/used-cars/	FALSE	1390999025	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107922931/2010/toyota/4runner/used-cars/	FALSE	1390999080	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109242377/2004/toyota/highlander/used-cars/	FALSE	1390999202	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109228205/2007/lexus/rx-350/used-cars/	FALSE	1390999262	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109223118/2013/lexus/rx-350/used-cars/	FALSE	1390999346	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109378653/2008/toyota/highlander/used-cars/	FALSE	1391273278	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109275113/2005/lexus/rx-330/used-cars/	FALSE	1391273281	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/106606626/2006/lexus/rx-330/used-cars/	FALSE	1391273300	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109288635/2006/lexus/gx-470/used-cars/	FALSE	1391273381	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109321365/2005/lexus/gx-470/used-cars/	FALSE	1391273384	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109284849/2007/lexus/gx-470/used-cars/	FALSE	1391273385	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/105963095/2005/lexus/gx-470/used-cars/	FALSE	1391273413	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109286300/2008/toyota/sequoia/used-cars/	FALSE	1391273477	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109445412/2006/toyota/land-cruiser/used-cars/	FALSE	1391273479	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107733315/2005/toyota/4runner/used-cars/	FALSE	1391273571	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109227508/2007/lexus/rx-350/used-cars/	FALSE	1391273704	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108216195/2013/lexus/rx-350/used-cars/	FALSE	1391273828	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/95045959/2008/toyota/highlander/used-cars/	FALSE	1391625911	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109759244/2008/lexus/gx-470/used-cars/	FALSE	1391625932	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109523401/2008/lexus/gx-470/used-cars/	FALSE	1391625947	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109759129/2008/lexus/gx-470/used-cars/	FALSE	1391625948	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109761597/2006/lexus/gx-470/used-cars/	FALSE	1391626032	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109748701/2007/lexus/gx-470/used-cars/	FALSE	1391626086	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109427578/2005/lexus/gx-470/used-cars/	FALSE	1391626124	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109294726/2005/lexus/gx-470/used-cars/	FALSE	1391626125	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/104287272/2005/lexus/gx-470/used-cars/	FALSE	1391626131	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109692032/2004/lexus/lx-470/used-cars/	FALSE	1391626139	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109672132/2003/lexus/lx-470/used-cars/	FALSE	1391626198	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108661200/2003/lexus/lx-470/used-cars/	FALSE	1391626260	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109706533/2004/toyota/land-cruiser/used-cars/	FALSE	1391626294	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109776545/2005/toyota/4runner/used-cars/	FALSE	1391626358	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108703800/2007/lexus/rx-350/used-cars/	FALSE	1391626492	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109762547/2006/lexus/gs-300/used-cars/	FALSE	1391626561	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109722274/2013/lexus/rx-350/used-cars/	FALSE	1391626628	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109711845/2013/lexus/rx-350/used-cars/	FALSE	1391626666	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109442855/2013/lexus/rx-350/used-cars/	FALSE	1391626726	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109503928/2008/toyota/highlander/used-cars/	FALSE	1391934256	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109843776/2008/toyota/highlander/used-cars/	FALSE	1392200093	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110125331/2008/toyota/highlander/used-cars/	FALSE	1392200094	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110086964/2008/lexus/gx-470/used-cars/	FALSE	1392200237	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110108895/2008/lexus/gx-470/used-cars/	FALSE	1392200294	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109994991/2005/lexus/gx-470/used-cars/	FALSE	1392200299	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/83758771/2007/lexus/gx-470/used-cars/	FALSE	1392200335	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109264528/2005/lexus/gx-470/used-cars/	FALSE	1392200356	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108819711/2005/lexus/gx-470/used-cars/	FALSE	1392200393	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109869726/2008/toyota/sequoia/used-cars/	FALSE	1392200402	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109732892/2005/toyota/4runner/used-cars/	FALSE	1392200474	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109530675/2007/lexus/rx-350/used-cars/	FALSE	1392200628	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109634596/2007/lexus/rx-350/used-cars/	FALSE	1392200632	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110026197/2007/toyota/fj-cruiser/used-cars/	FALSE	1392200739	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109451375/2013/lexus/rx-350/used-cars/	FALSE	1392200797	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109722273/2013/lexus/rx-350/used-cars/	FALSE	1392200875	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108794379/2008/toyota/highlander/used-cars/	FALSE	1392218347	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107601969/2008/lexus/gx-470/used-cars/	FALSE	1392218388	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/109837098/2005/lexus/gx-470/used-cars/	FALSE	1392218424	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110118422/2005/lexus/gx-470/used-cars/	FALSE	1392218436	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110064885/2006/lexus/gx-470/used-cars/	FALSE	1392218470	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/107744719/2007/lexus/gx-470/used-cars/	FALSE	1392218473	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/110074979/2006/lexus/gs-300/used-cars/	FALSE	1392218668	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108484451/2013/lexus/rx-350/used-cars/	FALSE	1392218735	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/108713847/2005/lexus/gx-470/used-cars/	FALSE	1392221296	w2caf30	ac15b0ca31b11bf7
www.web2carz.com	FALSE	/88796747/2004/lexus/lx-470/used-cars/	FALSE	1392221335	w2caf30	ac15b0ca31b11bf7
